timestamp,dataset,node_idx,original_nodes,original_edges,avg_edges_removed,avg_edges_added,avg_edge_change_ratio,f_alignment,g_alignment,memorization_score,f_test_acc,g_test_acc
2025-01-13 19:32:46,Cora,"tensor(981, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05708225443959236,0.05409470945596695,"tensor(-1., device='cuda:0')",0.749,0.734
2025-01-13 19:32:48,Cora,"tensor(1462, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05642453953623772,0.05855804681777954,"tensor(1., device='cuda:0')",0.746,0.733
2025-01-13 19:32:49,Cora,"tensor(711, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05640300735831261,0.05497848615050316,"tensor(-1., device='cuda:0')",0.75,0.731
2025-01-13 19:32:51,Cora,"tensor(329, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.061143793165683746,0.05715825781226158,"tensor(-1., device='cuda:0')",0.748,0.734
2025-01-13 19:32:52,Cora,"tensor(1111, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05710957199335098,0.05718960985541344,"tensor(1., device='cuda:0')",0.752,0.736
2025-01-13 19:32:54,Cora,"tensor(600, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05721157416701317,0.056414563208818436,"tensor(-1., device='cuda:0')",0.751,0.731
2025-01-13 19:32:55,Cora,"tensor(756, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05883653089404106,0.055770184844732285,"tensor(-1., device='cuda:0')",0.747,0.731
2025-01-13 19:32:57,Cora,"tensor(2199, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05749259516596794,0.05711986497044563,"tensor(-1., device='cuda:0')",0.746,0.734
2025-01-13 19:32:59,Cora,"tensor(2231, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.057409536093473434,0.05759222432971001,"tensor(1., device='cuda:0')",0.754,0.731
2025-01-13 19:33:00,Cora,"tensor(216, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.058624546974897385,0.05695497989654541,"tensor(-1.0000, device='cuda:0')",0.752,0.735
2025-01-13 19:33:02,Cora,"tensor(1946, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05781836435198784,0.0565670020878315,"tensor(-1., device='cuda:0')",0.747,0.728
2025-01-13 19:33:03,Cora,"tensor(2391, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.0585445873439312,0.05546688660979271,"tensor(-1., device='cuda:0')",0.745,0.732
2025-01-13 19:33:05,Cora,"tensor(1641, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05741725116968155,0.056259769946336746,"tensor(-1., device='cuda:0')",0.749,0.733
2025-01-13 19:33:07,Cora,"tensor(1507, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05908315256237984,0.06003773212432861,"tensor(1., device='cuda:0')",0.747,0.729
2025-01-13 19:33:08,Cora,"tensor(55, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05896634981036186,0.05697231367230415,"tensor(-1., device='cuda:0')",0.748,0.732
2025-01-13 19:33:10,Cora,"tensor(327, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05774826556444168,0.05479278042912483,"tensor(-1.0000, device='cuda:0')",0.746,0.733
2025-01-13 19:33:11,Cora,"tensor(2033, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.057540763169527054,0.05735349655151367,"tensor(-1., device='cuda:0')",0.75,0.731
2025-01-13 19:33:13,Cora,"tensor(1012, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05709484964609146,0.056781794875860214,"tensor(-1.0000, device='cuda:0')",0.751,0.73
2025-01-13 19:33:14,Cora,"tensor(373, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05795750766992569,0.0573543906211853,"tensor(-1., device='cuda:0')",0.75,0.727
2025-01-13 19:33:16,Cora,"tensor(1174, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05671016126871109,0.05529611185193062,"tensor(-1., device='cuda:0')",0.745,0.731
2025-01-13 19:33:18,Cora,"tensor(1284, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05807608366012573,0.05777987465262413,"tensor(-1., device='cuda:0')",0.749,0.736
2025-01-13 19:33:19,Cora,"tensor(2410, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05866720899939537,0.05647547170519829,"tensor(-1., device='cuda:0')",0.749,0.734
2025-01-13 19:33:21,Cora,"tensor(2432, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05890251323580742,0.056871749460697174,"tensor(-1., device='cuda:0')",0.747,0.732
2025-01-13 19:33:22,Cora,"tensor(573, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05886236950755119,0.057143013924360275,"tensor(-1., device='cuda:0')",0.744,0.732
2025-01-13 19:33:24,Cora,"tensor(1366, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05734286829829216,0.057941969484090805,"tensor(1., device='cuda:0')",0.751,0.735
2025-01-13 19:33:25,Cora,"tensor(2071, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.057978760451078415,0.05655897408723831,"tensor(-1., device='cuda:0')",0.751,0.731
2025-01-13 19:33:27,Cora,"tensor(1974, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.057561155408620834,0.05493258312344551,"tensor(-1., device='cuda:0')",0.747,0.743
2025-01-13 19:33:29,Cora,"tensor(185, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05840449407696724,0.058047205209732056,"tensor(-1., device='cuda:0')",0.749,0.732
2025-01-13 19:33:30,Cora,"tensor(2005, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05899902805685997,0.05713158845901489,"tensor(-1., device='cuda:0')",0.749,0.73
2025-01-13 19:33:32,Cora,"tensor(1274, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05627220869064331,0.055802442133426666,"tensor(-1.0000, device='cuda:0')",0.748,0.729
2025-01-13 19:33:33,Cora,"tensor(1680, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05829958990216255,0.057557690888643265,"tensor(-1., device='cuda:0')",0.746,0.732
2025-01-13 19:33:35,Cora,"tensor(1785, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05651814863085747,0.05622784048318863,"tensor(-1., device='cuda:0')",0.751,0.726
2025-01-13 19:33:36,Cora,"tensor(807, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05765938758850098,0.057915981858968735,"tensor(1., device='cuda:0')",0.749,0.736
2025-01-13 19:33:38,Cora,"tensor(1003, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.0601184144616127,0.058708250522613525,"tensor(-1., device='cuda:0')",0.75,0.731
2025-01-13 19:33:40,Cora,"tensor(1101, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05618103966116905,0.052449412643909454,"tensor(-1.0000, device='cuda:0')",0.749,0.733
2025-01-13 19:33:41,Cora,"tensor(2232, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.057654064148664474,0.05667921528220177,"tensor(-1., device='cuda:0')",0.751,0.731
2025-01-13 19:33:43,Cora,"tensor(1715, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.055229563266038895,0.05422573909163475,"tensor(-1., device='cuda:0')",0.744,0.733
2025-01-13 19:33:44,Cora,"tensor(75, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.058314647525548935,0.05927080661058426,"tensor(1., device='cuda:0')",0.745,0.732
2025-01-13 19:33:46,Cora,"tensor(937, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05642050504684448,0.05662873014807701,"tensor(1., device='cuda:0')",0.754,0.732
2025-01-13 19:33:48,Cora,"tensor(2080, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05681488662958145,0.05482864007353783,"tensor(-1., device='cuda:0')",0.753,0.733
2025-01-13 19:33:49,Cora,"tensor(211, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05587073042988777,0.0541134849190712,"tensor(-1., device='cuda:0')",0.745,0.73
2025-01-13 19:33:51,Cora,"tensor(2101, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05796675756573677,0.05597269535064697,"tensor(-1., device='cuda:0')",0.748,0.728
2025-01-13 19:33:52,Cora,"tensor(69, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05998305231332779,0.05579723045229912,"tensor(-1., device='cuda:0')",0.753,0.732
2025-01-13 19:33:54,Cora,"tensor(481, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05731356143951416,0.056604333221912384,"tensor(-1., device='cuda:0')",0.746,0.73
2025-01-13 19:33:55,Cora,"tensor(257, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05826675519347191,0.056228626519441605,"tensor(-1., device='cuda:0')",0.749,0.735
2025-01-13 19:33:57,Cora,"tensor(698, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.058311451226472855,0.05708048492670059,"tensor(-1., device='cuda:0')",0.745,0.731
2025-01-13 19:33:58,Cora,"tensor(1109, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05971329286694527,0.05873134732246399,"tensor(-1., device='cuda:0')",0.756,0.73
2025-01-13 19:34:00,Cora,"tensor(1616, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.058869894593954086,0.057966481894254684,"tensor(-1., device='cuda:0')",0.751,0.731
2025-01-13 19:34:02,Cora,"tensor(1824, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.059488993138074875,0.058711159974336624,"tensor(-1.0000, device='cuda:0')",0.747,0.731
2025-01-13 19:34:03,Cora,"tensor(1231, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.057473789900541306,0.0551987886428833,"tensor(-1., device='cuda:0')",0.749,0.732
2025-01-13 19:34:05,Cora,"tensor(530, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05837317928671837,0.056411515921354294,"tensor(-1., device='cuda:0')",0.746,0.735
2025-01-13 19:34:06,Cora,"tensor(1831, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.060106296092271805,0.059276849031448364,"tensor(-1., device='cuda:0')",0.75,0.731
2025-01-13 19:34:08,Cora,"tensor(1744, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05823752284049988,0.057691317051649094,"tensor(-1., device='cuda:0')",0.751,0.736
2025-01-13 19:34:10,Cora,"tensor(423, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.058725155889987946,0.057052165269851685,"tensor(-1., device='cuda:0')",0.743,0.733
2025-01-13 19:34:11,Cora,"tensor(1587, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05928882583975792,0.05911741778254509,"tensor(-1.0000, device='cuda:0')",0.748,0.734
2025-01-13 19:34:13,Cora,"tensor(2299, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.057506121695041656,0.059322893619537354,"tensor(1., device='cuda:0')",0.745,0.729
2025-01-13 19:34:14,Cora,"tensor(1716, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05756860971450806,0.055571556091308594,"tensor(-1., device='cuda:0')",0.755,0.73
2025-01-13 19:34:16,Cora,"tensor(2194, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.059161748737096786,0.058392491191625595,"tensor(-1., device='cuda:0')",0.751,0.733
2025-01-13 19:34:18,Cora,"tensor(245, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.0591050460934639,0.0559283085167408,"tensor(-1., device='cuda:0')",0.75,0.735
2025-01-13 19:34:19,Cora,"tensor(1513, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05689796805381775,0.054625995457172394,"tensor(-1., device='cuda:0')",0.747,0.733
2025-01-13 19:34:21,Cora,"tensor(47, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05751876160502434,0.05695728212594986,"tensor(-1., device='cuda:0')",0.748,0.733
2025-01-13 19:34:23,Cora,"tensor(610, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.056364335119724274,0.05672869831323624,"tensor(1., device='cuda:0')",0.756,0.736
2025-01-13 19:34:24,Cora,"tensor(1452, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05811050161719322,0.05737271532416344,"tensor(-1., device='cuda:0')",0.752,0.731
2025-01-13 19:34:26,Cora,"tensor(963, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05660808086395264,0.05501298978924751,"tensor(-1., device='cuda:0')",0.745,0.728
2025-01-13 19:34:27,Cora,"tensor(1193, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.056728195399045944,0.05649588257074356,"tensor(-1., device='cuda:0')",0.752,0.741
2025-01-13 19:34:29,Cora,"tensor(512, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05989546701312065,0.0599350705742836,"tensor(1., device='cuda:0')",0.752,0.73
2025-01-13 19:34:30,Cora,"tensor(1994, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05841498449444771,0.05599436163902283,"tensor(-1., device='cuda:0')",0.749,0.732
2025-01-13 19:34:32,Cora,"tensor(1950, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05810248851776123,0.058253493160009384,"tensor(1., device='cuda:0')",0.748,0.727
2025-01-13 19:34:34,Cora,"tensor(679, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.059735070914030075,0.05785404518246651,"tensor(-1.0000, device='cuda:0')",0.752,0.735
2025-01-13 19:34:35,Cora,"tensor(2002, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.058344531804323196,0.05468316003680229,"tensor(-1., device='cuda:0')",0.746,0.737
2025-01-13 19:34:37,Cora,"tensor(33, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.055088069289922714,0.05634407326579094,"tensor(1., device='cuda:0')",0.751,0.732
2025-01-13 19:34:38,Cora,"tensor(657, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.0591827817261219,0.059677790850400925,"tensor(1., device='cuda:0')",0.746,0.735
2025-01-13 19:34:40,Cora,"tensor(1317, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.057054873555898666,0.05700887367129326,"tensor(-1., device='cuda:0')",0.752,0.73
2025-01-13 19:34:41,Cora,"tensor(1090, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05758408457040787,0.057108160108327866,"tensor(-1., device='cuda:0')",0.752,0.734
2025-01-13 19:34:43,Cora,"tensor(739, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.059825289994478226,0.058203019201755524,"tensor(-1., device='cuda:0')",0.754,0.732
2025-01-13 19:34:44,Cora,"tensor(1017, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05648389086127281,0.05426057055592537,"tensor(-1., device='cuda:0')",0.747,0.737
2025-01-13 19:34:46,Cora,"tensor(2125, device='cuda:0')",2485,10138,1013.0,0.0,-0.09992108897218387,0.05654913932085037,0.05612344294786453,"tensor(-1.0000, device='cuda:0')",0.749,0.729
